,office_uuid,target_date,created_at,orders,invitations
42,4ed8b854-681c-4221-b382-155035e74b92,2023-06-15,2023-06-19 08:01:07+00:00,159,193
43,4ed8b854-681c-4221-b382-155035e74b92,2023-06-16,2023-06-19 08:01:07+00:00,167,206
44,4ed8b854-681c-4221-b382-155035e74b92,2023-06-17,2023-06-19 08:01:07+00:00,6,0
45,4ed8b854-681c-4221-b382-155035e74b92,2023-06-18,2023-06-19 08:01:07+00:00,3,0
46,4ed8b854-681c-4221-b382-155035e74b92,2023-06-19,2023-06-19 08:01:07+00:00,139,378
47,4ed8b854-681c-4221-b382-155035e74b92,2023-06-20,2023-06-19 08:01:07+00:00,163,230
48,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-09,2023-06-19 17:14:51+00:00,319,384
49,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-10,2023-06-19 17:14:51+00:00,35,106
50,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-11,2023-06-19 17:14:51+00:00,24,126
51,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-12,2023-06-19 17:14:51+00:00,8,383
52,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-13,2023-06-19 17:14:51+00:00,305,474
53,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-14,2023-06-19 17:14:51+00:00,302,387
54,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-15,2023-06-19 17:14:51+00:00,290,386
55,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-16,2023-06-19 17:14:51+00:00,321,385
56,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-17,2023-06-19 17:14:51+00:00,37,107
57,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-18,2023-06-19 17:14:51+00:00,26,127
58,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-19,2023-06-19 17:14:51+00:00,276,783
59,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-20,2023-06-19 17:14:51+00:00,307,475
60,4ed8b854-681c-4221-b382-155035e74b92,2023-06-09,2023-06-19 17:14:51+00:00,168,210
61,4ed8b854-681c-4221-b382-155035e74b92,2023-06-10,2023-06-19 17:14:51+00:00,7,2
62,4ed8b854-681c-4221-b382-155035e74b92,2023-06-11,2023-06-19 17:14:51+00:00,4,0
63,4ed8b854-681c-4221-b382-155035e74b92,2023-06-12,2023-06-19 17:14:51+00:00,0,123
64,4ed8b854-681c-4221-b382-155035e74b92,2023-06-13,2023-06-19 17:14:51+00:00,164,234
65,4ed8b854-681c-4221-b382-155035e74b92,2023-06-14,2023-06-19 17:14:51+00:00,159,209
66,4ed8b854-681c-4221-b382-155035e74b92,2023-06-15,2023-06-19 17:14:51+00:00,159,193
67,4ed8b854-681c-4221-b382-155035e74b92,2023-06-16,2023-06-19 17:14:51+00:00,167,205
68,4ed8b854-681c-4221-b382-155035e74b92,2023-06-17,2023-06-19 17:14:51+00:00,6,0
69,4ed8b854-681c-4221-b382-155035e74b92,2023-06-18,2023-06-19 17:14:51+00:00,2,0
70,4ed8b854-681c-4221-b382-155035e74b92,2023-06-19,2023-06-19 17:14:51+00:00,139,379
71,4ed8b854-681c-4221-b382-155035e74b92,2023-06-20,2023-06-19 17:14:51+00:00,163,230
72,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-09,2023-06-21 13:19:17+00:00,319,384
73,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-10,2023-06-21 13:19:17+00:00,35,106
74,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-11,2023-06-21 13:19:17+00:00,24,126
75,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-12,2023-06-21 13:19:17+00:00,7,383
76,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-13,2023-06-21 13:19:17+00:00,305,474
77,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-14,2023-06-21 13:19:17+00:00,301,387
78,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-15,2023-06-21 13:19:17+00:00,290,386
79,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-16,2023-06-21 13:19:17+00:00,321,385
80,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-17,2023-06-21 13:19:17+00:00,37,107
81,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-18,2023-06-21 13:19:17+00:00,26,127
82,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-19,2023-06-21 13:19:17+00:00,275,783
83,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-20,2023-06-21 13:19:17+00:00,307,475
84,4ed8b854-681c-4221-b382-155035e74b92,2023-06-09,2023-06-21 13:19:17+00:00,169,210
85,4ed8b854-681c-4221-b382-155035e74b92,2023-06-10,2023-06-21 13:19:17+00:00,8,3
86,4ed8b854-681c-4221-b382-155035e74b92,2023-06-11,2023-06-21 13:19:17+00:00,5,0
87,4ed8b854-681c-4221-b382-155035e74b92,2023-06-12,2023-06-21 13:19:17+00:00,0,125
88,4ed8b854-681c-4221-b382-155035e74b92,2023-06-13,2023-06-21 13:19:17+00:00,165,234
89,4ed8b854-681c-4221-b382-155035e74b92,2023-06-14,2023-06-21 13:19:17+00:00,160,210
90,4ed8b854-681c-4221-b382-155035e74b92,2023-06-15,2023-06-21 13:19:17+00:00,160,193
91,4ed8b854-681c-4221-b382-155035e74b92,2023-06-16,2023-06-21 13:19:17+00:00,168,206
92,4ed8b854-681c-4221-b382-155035e74b92,2023-06-17,2023-06-21 13:19:17+00:00,7,0
93,4ed8b854-681c-4221-b382-155035e74b92,2023-06-18,2023-06-21 13:19:17+00:00,3,0
94,4ed8b854-681c-4221-b382-155035e74b92,2023-06-19,2023-06-21 13:19:17+00:00,140,379
95,4ed8b854-681c-4221-b382-155035e74b92,2023-06-20,2023-06-21 13:19:17+00:00,164,230
96,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-09,2023-06-21 13:33:12+00:00,320,384
97,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-10,2023-06-21 13:33:12+00:00,36,107
98,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-11,2023-06-21 13:33:12+00:00,25,126
99,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-12,2023-06-21 13:33:12+00:00,9,383
100,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-13,2023-06-21 13:33:12+00:00,306,474
101,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-14,2023-06-21 13:33:12+00:00,303,388
102,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-15,2023-06-21 13:33:12+00:00,292,386
103,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-16,2023-06-21 13:33:12+00:00,323,385
104,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-17,2023-06-21 13:33:12+00:00,39,108
105,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-18,2023-06-21 13:33:12+00:00,27,127
106,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-19,2023-06-21 13:33:12+00:00,277,784
107,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-20,2023-06-21 13:33:12+00:00,308,475
108,4ed8b854-681c-4221-b382-155035e74b92,2023-06-09,2023-06-21 13:33:12+00:00,169,210
109,4ed8b854-681c-4221-b382-155035e74b92,2023-06-10,2023-06-21 13:33:12+00:00,8,3
110,4ed8b854-681c-4221-b382-155035e74b92,2023-06-11,2023-06-21 13:33:12+00:00,4,0
111,4ed8b854-681c-4221-b382-155035e74b92,2023-06-12,2023-06-21 13:33:12+00:00,0,124
112,4ed8b854-681c-4221-b382-155035e74b92,2023-06-13,2023-06-21 13:33:12+00:00,165,235
113,4ed8b854-681c-4221-b382-155035e74b92,2023-06-14,2023-06-21 13:33:12+00:00,159,210
114,4ed8b854-681c-4221-b382-155035e74b92,2023-06-15,2023-06-21 13:33:12+00:00,159,193
115,4ed8b854-681c-4221-b382-155035e74b92,2023-06-16,2023-06-21 13:33:12+00:00,168,206
116,4ed8b854-681c-4221-b382-155035e74b92,2023-06-17,2023-06-21 13:33:12+00:00,6,0
117,4ed8b854-681c-4221-b382-155035e74b92,2023-06-18,2023-06-21 13:33:12+00:00,3,0
118,4ed8b854-681c-4221-b382-155035e74b92,2023-06-19,2023-06-21 13:33:12+00:00,140,380
119,4ed8b854-681c-4221-b382-155035e74b92,2023-06-20,2023-06-21 13:33:12+00:00,163,230
120,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-09,2023-06-22 04:32:37+00:00,319,384
121,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-10,2023-06-22 04:32:37+00:00,36,107
122,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-11,2023-06-22 04:32:37+00:00,24,126
123,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-12,2023-06-22 04:32:37+00:00,8,382
124,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-13,2023-06-22 04:32:37+00:00,305,474
125,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-14,2023-06-22 04:32:37+00:00,301,387
126,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-15,2023-06-22 04:32:37+00:00,290,386
127,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-16,2023-06-22 04:32:37+00:00,321,385
128,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-17,2023-06-22 04:32:37+00:00,38,108
129,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-18,2023-06-22 04:32:37+00:00,26,127
130,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-19,2023-06-22 04:32:37+00:00,276,782
131,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-20,2023-06-22 04:32:37+00:00,307,475
132,4ed8b854-681c-4221-b382-155035e74b92,2023-06-09,2023-06-22 04:32:37+00:00,168,210
133,4ed8b854-681c-4221-b382-155035e74b92,2023-06-10,2023-06-22 04:32:37+00:00,7,2
134,4ed8b854-681c-4221-b382-155035e74b92,2023-06-11,2023-06-22 04:32:37+00:00,4,0
135,4ed8b854-681c-4221-b382-155035e74b92,2023-06-12,2023-06-22 04:32:37+00:00,0,123
136,4ed8b854-681c-4221-b382-155035e74b92,2023-06-13,2023-06-22 04:32:37+00:00,164,234
137,4ed8b854-681c-4221-b382-155035e74b92,2023-06-14,2023-06-22 04:32:37+00:00,159,209
138,4ed8b854-681c-4221-b382-155035e74b92,2023-06-15,2023-06-22 04:32:37+00:00,159,193
139,4ed8b854-681c-4221-b382-155035e74b92,2023-06-16,2023-06-22 04:32:37+00:00,167,205
140,4ed8b854-681c-4221-b382-155035e74b92,2023-06-17,2023-06-22 04:32:37+00:00,6,0
141,4ed8b854-681c-4221-b382-155035e74b92,2023-06-18,2023-06-22 04:32:37+00:00,2,0
142,4ed8b854-681c-4221-b382-155035e74b92,2023-06-19,2023-06-22 04:32:37+00:00,139,379
143,4ed8b854-681c-4221-b382-155035e74b92,2023-06-20,2023-06-22 04:32:37+00:00,163,230
144,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-21,2023-06-22 09:02:35+00:00,314,373
145,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-22,2023-06-22 09:02:35+00:00,303,368
146,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-23,2023-06-22 09:02:35+00:00,334,367
147,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-24,2023-06-22 09:02:35+00:00,47,86
148,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-25,2023-06-22 09:02:35+00:00,36,109
149,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-26,2023-06-22 09:02:35+00:00,287,775
150,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-27,2023-06-22 09:02:35+00:00,320,463
151,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-28,2023-06-22 09:02:35+00:00,316,372
152,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-29,2023-06-22 09:02:35+00:00,305,367
153,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-30,2023-06-22 09:02:35+00:00,336,366
154,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-01,2023-06-22 09:02:35+00:00,47,92
155,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-02,2023-06-22 09:02:35+00:00,36,115
156,4ed8b854-681c-4221-b382-155035e74b92,2023-06-21,2023-06-22 09:02:35+00:00,164,206
157,4ed8b854-681c-4221-b382-155035e74b92,2023-06-22,2023-06-22 09:02:35+00:00,164,189
158,4ed8b854-681c-4221-b382-155035e74b92,2023-06-23,2023-06-22 09:02:35+00:00,172,202
159,4ed8b854-681c-4221-b382-155035e74b92,2023-06-24,2023-06-22 09:02:35+00:00,12,0
160,4ed8b854-681c-4221-b382-155035e74b92,2023-06-25,2023-06-22 09:02:35+00:00,9,0
161,4ed8b854-681c-4221-b382-155035e74b92,2023-06-26,2023-06-22 09:02:35+00:00,143,381
162,4ed8b854-681c-4221-b382-155035e74b92,2023-06-27,2023-06-22 09:02:35+00:00,168,231
163,4ed8b854-681c-4221-b382-155035e74b92,2023-06-28,2023-06-22 09:02:35+00:00,163,202
164,4ed8b854-681c-4221-b382-155035e74b92,2023-06-29,2023-06-22 09:02:35+00:00,163,184
165,4ed8b854-681c-4221-b382-155035e74b92,2023-06-30,2023-06-22 09:02:35+00:00,171,197
166,4ed8b854-681c-4221-b382-155035e74b92,2023-07-01,2023-06-22 09:02:35+00:00,23,11
167,4ed8b854-681c-4221-b382-155035e74b92,2023-07-02,2023-06-22 09:02:35+00:00,19,1
168,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-23,2023-06-23 11:14:52+00:00,325,368
169,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-24,2023-06-23 11:14:52+00:00,46,94
170,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-25,2023-06-23 11:14:52+00:00,35,116
171,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-26,2023-06-23 11:14:52+00:00,280,757
172,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-27,2023-06-23 11:14:52+00:00,311,460
173,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-28,2023-06-23 11:14:52+00:00,309,372
174,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-29,2023-06-23 11:14:52+00:00,297,369
175,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-30,2023-06-23 11:14:52+00:00,327,367
176,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-01,2023-06-23 11:14:52+00:00,46,100
177,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-02,2023-06-23 11:14:52+00:00,36,121
178,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-03,2023-06-23 11:14:52+00:00,280,763
179,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-04,2023-06-23 11:14:52+00:00,312,466
180,4ed8b854-681c-4221-b382-155035e74b92,2023-06-23,2023-06-23 11:14:52+00:00,168,203
181,4ed8b854-681c-4221-b382-155035e74b92,2023-06-24,2023-06-23 11:14:52+00:00,9,1
182,4ed8b854-681c-4221-b382-155035e74b92,2023-06-25,2023-06-23 11:14:52+00:00,6,0
183,4ed8b854-681c-4221-b382-155035e74b92,2023-06-26,2023-06-23 11:14:52+00:00,140,374
184,4ed8b854-681c-4221-b382-155035e74b92,2023-06-27,2023-06-23 11:14:52+00:00,163,230
185,4ed8b854-681c-4221-b382-155035e74b92,2023-06-28,2023-06-23 11:14:52+00:00,159,202
186,4ed8b854-681c-4221-b382-155035e74b92,2023-06-29,2023-06-23 11:14:52+00:00,159,186
187,4ed8b854-681c-4221-b382-155035e74b92,2023-06-30,2023-06-23 11:14:52+00:00,167,199
188,4ed8b854-681c-4221-b382-155035e74b92,2023-07-01,2023-06-23 11:14:52+00:00,19,15
189,4ed8b854-681c-4221-b382-155035e74b92,2023-07-02,2023-06-23 11:14:52+00:00,16,5
190,4ed8b854-681c-4221-b382-155035e74b92,2023-07-03,2023-06-23 11:14:52+00:00,150,388
191,4ed8b854-681c-4221-b382-155035e74b92,2023-07-04,2023-06-23 11:14:52+00:00,173,244
192,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-25,2023-06-25 14:57:31+00:00,24,105
193,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-26,2023-06-25 14:57:31+00:00,269,754
194,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-27,2023-06-25 14:57:31+00:00,301,451
195,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-28,2023-06-25 14:57:31+00:00,298,361
196,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-29,2023-06-25 14:57:31+00:00,286,358
197,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-30,2023-06-25 14:57:31+00:00,315,354
198,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-01,2023-06-25 14:57:31+00:00,35,88
199,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-02,2023-06-25 14:57:31+00:00,25,111
200,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-03,2023-06-25 14:57:31+00:00,269,760
201,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-04,2023-06-25 14:57:31+00:00,301,457
202,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-05,2023-06-25 14:57:31+00:00,298,367
203,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-06,2023-06-25 14:57:31+00:00,286,364
204,4ed8b854-681c-4221-b382-155035e74b92,2023-06-25,2023-06-25 14:57:31+00:00,2,0
205,4ed8b854-681c-4221-b382-155035e74b92,2023-06-26,2023-06-25 14:57:31+00:00,134,370
206,4ed8b854-681c-4221-b382-155035e74b92,2023-06-27,2023-06-25 14:57:31+00:00,158,224
207,4ed8b854-681c-4221-b382-155035e74b92,2023-06-28,2023-06-25 14:57:31+00:00,154,195
208,4ed8b854-681c-4221-b382-155035e74b92,2023-06-29,2023-06-25 14:57:31+00:00,154,179
209,4ed8b854-681c-4221-b382-155035e74b92,2023-06-30,2023-06-25 14:57:31+00:00,161,191
210,4ed8b854-681c-4221-b382-155035e74b92,2023-07-01,2023-06-25 14:57:31+00:00,16,9
211,4ed8b854-681c-4221-b382-155035e74b92,2023-07-02,2023-06-25 14:57:31+00:00,12,0
212,4ed8b854-681c-4221-b382-155035e74b92,2023-07-03,2023-06-25 14:57:31+00:00,144,385
213,4ed8b854-681c-4221-b382-155035e74b92,2023-07-04,2023-06-25 14:57:31+00:00,168,239
214,4ed8b854-681c-4221-b382-155035e74b92,2023-07-05,2023-06-25 14:57:31+00:00,164,210
215,4ed8b854-681c-4221-b382-155035e74b92,2023-07-06,2023-06-25 14:57:31+00:00,164,194
216,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-25,2023-06-26 03:45:22+00:00,25,105
217,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-26,2023-06-26 03:45:22+00:00,270,754
218,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-27,2023-06-26 03:45:22+00:00,302,451
219,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-28,2023-06-26 03:45:22+00:00,299,361
220,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-29,2023-06-26 03:45:22+00:00,286,358
221,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-30,2023-06-26 03:45:22+00:00,316,354
222,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-01,2023-06-26 03:45:22+00:00,36,89
223,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-02,2023-06-26 03:45:22+00:00,26,112
224,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-03,2023-06-26 03:45:22+00:00,270,760
225,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-04,2023-06-26 03:45:22+00:00,302,457
226,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-05,2023-06-26 03:45:22+00:00,299,367
227,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-06,2023-06-26 03:45:22+00:00,287,364
228,4ed8b854-681c-4221-b382-155035e74b92,2023-06-25,2023-06-26 03:45:22+00:00,2,0
229,4ed8b854-681c-4221-b382-155035e74b92,2023-06-26,2023-06-26 03:45:22+00:00,134,370
230,4ed8b854-681c-4221-b382-155035e74b92,2023-06-27,2023-06-26 03:45:22+00:00,158,224
231,4ed8b854-681c-4221-b382-155035e74b92,2023-06-28,2023-06-26 03:45:22+00:00,154,195
232,4ed8b854-681c-4221-b382-155035e74b92,2023-06-29,2023-06-26 03:45:22+00:00,154,179
233,4ed8b854-681c-4221-b382-155035e74b92,2023-06-30,2023-06-26 03:45:22+00:00,161,191
234,4ed8b854-681c-4221-b382-155035e74b92,2023-07-01,2023-06-26 03:45:22+00:00,16,10
235,4ed8b854-681c-4221-b382-155035e74b92,2023-07-02,2023-06-26 03:45:22+00:00,12,0
236,4ed8b854-681c-4221-b382-155035e74b92,2023-07-03,2023-06-26 03:45:22+00:00,144,385
237,4ed8b854-681c-4221-b382-155035e74b92,2023-07-04,2023-06-26 03:45:22+00:00,168,239
238,4ed8b854-681c-4221-b382-155035e74b92,2023-07-05,2023-06-26 03:45:22+00:00,164,210
239,4ed8b854-681c-4221-b382-155035e74b92,2023-07-06,2023-06-26 03:45:22+00:00,164,194
240,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-26,2023-06-27 07:57:31+00:00,291,775
241,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-27,2023-06-27 07:57:31+00:00,323,470
242,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-28,2023-06-27 07:57:31+00:00,320,379
243,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-29,2023-06-27 07:57:31+00:00,307,376
244,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-06-30,2023-06-27 07:57:31+00:00,337,372
245,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-01,2023-06-27 07:57:31+00:00,53,101
246,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-02,2023-06-27 07:57:31+00:00,42,125
247,14cfb009-6b9d-41e9-a9e3-dc7b3470908d,2023-07-03,2023-06-27 07:57:31+00:00,291,781
